"QDate","FwdMonth","CONTOUR_D","FwdYM","CONTOUR_M","CORR_M","SLOPE_D","FwdType"
2011-02-02,5,-1.05558461538461,"2011-07",,,,"WTI _ 05"
2011-02-02,6,-1.11296923076923,"2011-08",,,-20.2018942307692,"WTI _ 06"
2011-02-02,7,-84.9645461538462,"2011-09",,,,"WTI _ 07"
2011-02-02,8,-85.2883461538462,"2011-10",,,,"WTI _ 08"
2011-02-02,9,-85.6083461538462,"2011-11",,,,"WTI _ 09"
2011-02-02,10,-1.30735384615384,"2011-12",,,,"WTI _ 10"
2011-02-02,11,-1.3312,"2012-01",,,,"WTI _ 11"
2011-02-02,12,-86.0960461538461,"2012-02",,,14.1638461538462,"WTI _ 12"
2011-02-02,13,-86.1668461538462,"2012-03",,,,"WTI _ 13"
2011-02-02,14,-86.2230461538462,"2012-04",,,,"WTI _ 14"
2011-02-02,15,-1.36875384615385,"2012-05",,,,"WTI _ 15"
2011-02-02,16,-1.36324615384615,"2012-06",,,,"WTI _ 16"
2011-02-02,17,-86.1983461538462,"2012-07",,,,"WTI _ 17"
2011-02-02,18,-86.1850461538461,"2012-08",,,,"WTI _ 18"
2011-02-02,19,-86.1945461538461,"2012-09",,,,"WTI _ 19"
2011-02-02,20,-1.36507692307692,"2012-10",,,,"WTI _ 20"
2011-02-02,21,-1.36186153846154,"2012-11",,,,"WTI _ 21"
2011-02-02,22,-86.0895461538462,"2012-12",,,,"WTI _ 22"
2011-02-02,23,-85.9650461538461,"2013-01",,,,"WTI _ 23"
2011-02-02,24,-85.8471461538462,"2013-02",,,,"WTI _ 24"
2011-02-02,25,-1.28796923076923,"2013-03",,,,"WTI _ 25"
2011-02-02,26,-1.27001538461538,"2013-04",,,,"WTI _ 26"
2011-02-02,27,-85.5027461538461,"2013-05",,,,"WTI _ 27"
2011-02-02,28,-85.4400461538461,"2013-06",,,,"WTI _ 28"
2011-02-02,29,-85.3891461538462,"2013-07",,,,"WTI _ 29"
2011-02-02,30,-1.2282,"2013-08",,-0.489424509364404,-4.71488034188034,"WTI _ 30"
2011-02-02,31,-1.22335384615384,"2013-09",,,,"WTI _ 31"
2011-02-02,32,-85.2920461538461,"2013-10",,,,"WTI _ 32"
2011-02-02,33,-85.2640461538462,"2013-11",,,,"WTI _ 33"
2011-02-07,0,0,"2011-02",,,,"WTI _ 00"
2011-02-07,1,75.7842692307692,"2011-03",,,0,"WTI _ 01"
2011-02-07,2,75.4723769230769,"2011-04",,,0.311892307692309,"WTI _ 02"
2011-02-07,3,-5.97959999999999,"2011-05",,,,"WTI _ 03"
2011-02-07,4,-6.8562,"2011-06",,,,"WTI _ 04"
2011-02-07,5,-7.4982,"2011-07",,,,"WTI _ 05"
2011-02-07,6,74.9927,"2011-08",,,0.11991923076923,"WTI _ 06"
2011-02-07,7,74.9227461538462,"2011-09",,,,"WTI _ 07"
2011-02-07,8,-8.7667,"2011-10",,,,"WTI _ 08"
2011-02-07,9,-9.09999999999999,"2011-11",,,,"WTI _ 09"
2011-02-07,10,-9.3467,"2011-12",,,,"WTI _ 10"
2011-02-07,11,74.7529923076923,"2012-01",,,,"WTI _ 11"
2011-02-07,12,74.7382230769231,"2012-02",,,0.0424128205128206,"WTI _ 12"
2011-02-07,13,-9.66849999999999,"2012-03",,,,"WTI _ 13"
2011-02-07,14,-9.7247,"2012-04",,,,"WTI _ 14"
2011-02-07,15,-9.7612,"2012-05",,,,"WTI _ 15"
2011-02-07,16,74.7168846153846,"2012-06",,,,"WTI _ 16"
2011-02-07,17,74.7179153846154,"2012-07",,,,"WTI _ 17"
2011-02-07,18,-9.7471,"2012-08",,,,"WTI _ 18"
2011-02-07,19,-9.7856,"2012-09",,,,"WTI _ 19"
2011-02-07,20,-9.851,"2012-10",,,,"WTI _ 20"
2011-02-07,21,74.6970384615385,"2012-11",,,,"WTI _ 21"
2011-02-07,22,74.7083769230769,"2012-12",,,,"WTI _ 22"
2011-02-07,23,-9.7234,"2013-01",,,,"WTI _ 23"
2011-02-07,24,-9.6546,"2013-02",,,,"WTI _ 24"
2011-02-07,25,-9.5887,"2013-03",,,,"WTI _ 25"
2011-02-07,26,74.7496692307692,"2013-04",,,,"WTI _ 26"
2011-02-07,27,74.7578384615385,"2013-05",,,,"WTI _ 27"
2011-02-07,28,-9.4567,"2013-06",,,,"WTI _ 28"
2011-02-07,29,-9.4567,"2013-07",,,,"WTI _ 29"
2011-02-07,30,-9.4603,"2013-08",,,4.67769572649573,"WTI _ 30"
2011-02-07,31,74.7585307692308,"2013-09",,,,"WTI _ 31"
2011-02-07,32,74.7549769230769,"2013-10",,,,"WTI _ 32"
2011-02-07,33,-9.5047,"2013-11",,,,"WTI _ 33"
2011-02-08,0,0,"2011-02",,-0.511546517392012,,"WTI _ 00"
2011-02-08,1,-3.13000000000001,"2011-03",,-0.390360415162914,0,"WTI _ 01"
2011-02-08,2,73.9819923076923,"2011-04",,0.185294556889928,-77.1119923076923,"WTI _ 02"
2011-02-08,3,73.7753923076923,"2011-05",,0.864824602150319,,"WTI _ 03"
2011-02-08,4,-7.8412,"2011-06",,-0.113859780440503,,"WTI _ 04"
2011-02-08,5,-8.52070000000001,"2011-07",,-0.531560947822151,,"WTI _ 05"
2011-02-08,6,-8.9796,"2011-08",,-0.402989046384674,20.7403980769231,"WTI _ 06"
2011-02-08,7,73.3770076923077,"2011-09",,0.19006448238013,,"WTI _ 07"
2011-02-08,8,73.3209615384615,"2011-10",,0.876707524777009,,"WTI _ 08"
2011-02-08,9,-10.129,"2011-11",,-0.11664528492787,,"WTI _ 09"
2011-02-08,10,-10.3824,"2011-12",,-0.537444604573104,,"WTI _ 10"
2011-02-08,11,-10.5577,"2012-01",,-0.404678297418076,,"WTI _ 11"
2011-02-08,12,73.1895307692308,"2012-02",,0.191620736425481,-13.6948551282051,"WTI _ 12"
2011-02-08,13,73.1786384615385,"2012-03",,0.877299906486278,,"WTI _ 13"
2011-02-08,14,-10.7897,"2012-04",,-0.11726879379645,,"WTI _ 14"
2011-02-08,15,-10.8402,"2012-05",,-0.537470807225368,,"WTI _ 15"
2011-02-08,16,-10.819,"2012-06",,-0.403575618998403,,"WTI _ 16"
2011-02-08,17,73.1671153846154,"2012-07",,0.191216917340071,,"WTI _ 17"
2011-02-08,18,73.1665461538461,"2012-08",,0.873937840203557,,"WTI _ 18"
2011-02-08,19,-10.8415,"2012-09",,-0.117366020187559,,"WTI _ 19"
2011-02-08,20,-10.9,"2012-10",,-0.536456411462978,,"WTI _ 20"
2011-02-08,21,-10.9171,"2012-11",,-0.402487560744777,,"WTI _ 21"
2011-02-08,22,73.1616846153846,"2012-12",,0.190761982000354,,"WTI _ 22"
2011-02-08,23,73.1727615384615,"2013-01",,0.871581600667731,,"WTI _ 23"
2011-02-08,24,-10.7068,"2013-02",,-0.117333082429729,,"WTI _ 24"
2011-02-08,25,-10.6507,"2013-03",,-0.534691861293654,,"WTI _ 25"
2011-02-08,26,-10.6021,"2013-04",,-0.400984802337055,,"WTI _ 26"
2011-02-08,27,73.2049923076923,"2013-05",,0.189596545318999,,"WTI _ 27"
2011-02-08,28,73.2081461538461,"2013-06",,0.866589783277947,,"WTI _ 28"
2011-02-08,29,-10.5389,"2013-07",,-0.117147531580171,,"WTI _ 29"
2011-02-08,30,-10.5493,"2013-08",,,4.65215726495726,"WTI _ 30"
2011-02-08,31,-10.5617,"2013-09",,,,"WTI _ 31"
2011-02-08,32,73.2005923076923,"2013-10",,,,"WTI _ 32"
2011-02-08,33,73.1992230769231,"2013-11",,,,"WTI _ 33"
2011-02-09,0,0,"2011-02",,,,"WTI _ 00"
2011-02-09,1,-2.9862,"2011-03",,,0,"WTI _ 01"
2011-02-09,2,-5.49769999999999,"2011-04",,,2.5115,"WTI _ 02"
2011-02-09,3,73.7814923076923,"2011-05",,,,"WTI _ 03"
2011-02-09,4,73.6217076923077,"2011-06",,,,"WTI _ 04"
2011-02-09,5,-8.6377,"2011-07",,,,"WTI _ 05"
2011-02-09,6,-9.09009999999999,"2011-08",,,0.898099999999999,"WTI _ 06"
2011-02-09,7,-9.54859999999999,"2011-09",,,,"WTI _ 07"
2011-02-09,8,73.3199538461539,"2011-10",,,,"WTI _ 08"
2011-02-09,9,73.2681538461539,"2011-11",,,,"WTI _ 09"
2011-02-09,10,-10.5195,"2011-12",,,,"WTI _ 10"
2011-02-09,11,-10.7152,"2012-01",,,,"WTI _ 11"
2011-02-09,12,-10.8272,"2012-02",,,0.289516666666669,"WTI _ 12"
2011-02-09,13,73.1677846153846,"2012-03",,,,"WTI _ 13"
2011-02-09,14,73.1558,"2012-04",,,,"WTI _ 14"
2011-02-09,15,-11.0435,"2012-05",,,,"WTI _ 15"
2011-02-09,16,-11.0362,"2012-06",,,,"WTI _ 16"
2011-02-09,17,-11.0429,"2012-07",,,,"WTI _ 17"
2011-02-09,18,73.1418923076923,"2012-08",,,,"WTI _ 18"
2011-02-09,19,73.1334769230769,"2012-09",,,,"WTI _ 19"
2011-02-09,20,-11.2097,"2012-10",,,,"WTI _ 20"
2011-02-09,21,-11.2562,"2012-11",,,,"WTI _ 21"
2011-02-09,22,-11.1987,"2012-12",,,,"WTI _ 22"
2011-02-09,23,73.1302153846154,"2013-01",,,,"WTI _ 23"
2011-02-09,24,73.1377692307692,"2013-02",,,,"WTI _ 24"
2011-02-09,25,-11.0542,"2013-03",,,,"WTI _ 25"
2011-02-09,26,-11.0153,"2013-04",,,,"WTI _ 26"
2011-02-09,27,-10.9798,"2013-05",,,,"WTI _ 27"
2011-02-09,28,73.1579538461538,"2013-06",,,,"WTI _ 28"
2011-02-09,29,73.1558923076923,"2013-07",,,,"WTI _ 29"
2011-02-09,30,-11.0071,"2013-08",,-0.529471007772201,0.00999444444444385,"WTI _ 30"
2011-02-09,31,-11.0352,"2013-09",,,,"WTI _ 31"
2011-02-09,32,-11.0684,"2013-10",,,,"WTI _ 32"
2011-02-09,33,73.1393384615385,"2013-11",,,,"WTI _ 33"
2011-02-10,0,0,"2011-02",,,,"WTI _ 00"
2011-02-10,1,-77.7029153846154,"2011-03",,,0,"WTI _ 01"
2011-02-10,2,-80.5349153846154,"2011-04",,,2.83200000000001,"WTI _ 02"
2011-02-10,3,-82.1307153846154,"2011-05",,,,"WTI _ 03"
2011-02-10,4,-1.34949230769231,"2011-06",,,,"WTI _ 04"
2011-02-10,5,-1.45826153846154,"2011-07",,,,"WTI _ 05"
2011-02-10,6,-84.4525153846154,"2011-08",,,0.979399999999998,"WTI _ 06"
2011-02-10,7,-84.9426153846154,"2011-09",,,,"WTI _ 07"
2011-02-10,8,-85.3164153846154,"2011-10",,,,"WTI _ 08"
2011-02-10,9,-1.71795384615385,"2011-11",,,,"WTI _ 09"
2011-02-10,10,-1.76052307692308,"2011-12",,,,"WTI _ 10"
2011-02-10,11,-86.1424153846154,"2012-01",,,,"WTI _ 11"
2011-02-10,12,-86.2734153846154,"2012-02",,,0.303483333333332,"WTI _ 12"
2011-02-10,13,-86.3655153846154,"2012-03",,,,"WTI _ 13"
2011-02-10,14,-1.83856923076923,"2012-04",,,,"WTI _ 14"
2011-02-10,15,-1.84803076923077,"2012-05",,,,"WTI _ 15"
2011-02-10,16,-86.5231153846154,"2012-06",,,,"WTI _ 16"
2011-02-10,17,-86.5497153846154,"2012-07",,,,"WTI _ 17"
2011-02-10,18,-86.6007153846154,"2012-08",,,,"WTI _ 18"
2011-02-10,19,-1.87463076923077,"2012-09",,,,"WTI _ 19"
2011-02-10,20,-1.88926153846154,"2012-10",,,,"WTI _ 20"
2011-02-10,21,-86.8164153846154,"2012-11",,,,"WTI _ 21"
2011-02-10,22,-86.7554153846154,"2012-12",,,,"WTI _ 22"
2011-02-10,23,-86.7031153846154,"2013-01",,,,"WTI _ 23"
2011-02-10,24,-1.87244615384616,"2013-02",,,,"WTI _ 24"
2011-02-10,25,-1.86487692307692,"2013-03",,,,"WTI _ 25"
2011-02-10,26,-86.5682153846154,"2013-04",,,,"WTI _ 26"
2011-02-10,27,-86.5369153846154,"2013-05",,,,"WTI _ 27"
2011-02-10,28,-86.5164153846154,"2013-06",,,,"WTI _ 28"
2011-02-10,29,-1.85124615384616,"2013-07",,,,"WTI _ 29"
2011-02-10,30,-1.85389230769231,"2013-08",,,-4.6899735042735,"WTI _ 30"
2011-02-10,31,-86.5554153846154,"2013-09",,,,"WTI _ 31"
2011-02-10,32,-86.5886153846154,"2013-10",,,,"WTI _ 32"
2011-02-10,33,-86.6104153846154,"2013-11",,,,"WTI _ 33"
2011-02-11,0,0,"2011-02",,-0.485235701111643,,"WTI _ 00"
2011-02-11,1,-0.028892307692308,"2011-03",,-0.297830609100371,0,"WTI _ 01"
2011-02-11,2,-86.9744230769231,"2011-04",,0.19233445726746,86.9455307692308,"WTI _ 02"
2011-02-11,3,-87.1687230769231,"2011-05",,0.794574451462292,,"WTI _ 03"
2011-02-11,4,-87.2914230769231,"2011-06",,-0.186541470920332,,"WTI _ 04"
2011-02-11,5,-0.136707692307692,"2011-07",,-0.504550876564762,,"WTI _ 05"
2011-02-11,6,-0.145615384615384,"2011-08",,-0.305490371936,-21.7072019230769,"WTI _ 06"
2011-02-11,7,-87.4896230769231,"2011-09",,0.20031890128317,,"WTI _ 07"
2011-02-11,8,-87.5398230769231,"2011-10",,0.808598433896425,,"WTI _ 08"
2011-02-11,9,-87.6005230769231,"2011-11",,-0.189465943507356,,"WTI _ 09"
2011-02-11,10,-0.18516923076923,"2011-12",,-0.510490168439571,,"WTI _ 10"
2011-02-11,11,-0.196923076923078,"2012-01",,-0.306015031658076,,"WTI _ 11"
2011-02-11,12,-87.7640230769231,"2012-02",,0.202807113206177,14.6030679487179,"WTI _ 12"
2011-02-11,13,-87.7087230769231,"2012-03",,0.810195251837041,,"WTI _ 13"
2011-02-11,14,-87.6349230769231,"2012-04",,-0.190020336359088,,"WTI _ 14"
2011-02-11,15,-0.168230769230767,"2012-05",,-0.510617938724876,,"WTI _ 15"
2011-02-11,16,-0.156923076923077,"2012-06",,-0.304794464518824,,"WTI _ 16"
2011-02-11,17,-87.4287230769231,"2012-07",,0.202874373065244,,"WTI _ 17"
2011-02-11,18,-87.3656230769231,"2012-08",,0.807679879685668,,"WTI _ 18"
2011-02-11,19,-87.3009230769231,"2012-09",,-0.189798319192601,,"WTI _ 19"
2011-02-11,20,-0.119061538461539,"2012-10",,-0.50963168555827,,"WTI _ 20"
2011-02-11,21,-0.110353846153846,"2012-11",,-0.30349148435068,,"WTI _ 21"
2011-02-11,22,-87.1394230769231,"2012-12",,0.202797384697861,,"WTI _ 22"
2011-02-11,23,-87.1005230769231,"2013-01",,0.805666698221057,,"WTI _ 23"
2011-02-11,24,-87.0749230769231,"2013-02",,-0.189577974813001,,"WTI _ 24"
2011-02-11,25,-0.0882307692307691,"2013-03",,-0.507909197341719,,"WTI _ 25"
2011-02-11,26,-0.0836307692307692,"2013-04",,-0.30225771820823,,"WTI _ 26"
2011-02-11,27,-86.9704230769231,"2013-05",,0.201514279271955,,"WTI _ 27"
2011-02-11,28,-86.9009230769231,"2013-06",,0.800991119124096,,"WTI _ 28"
2011-02-11,29,-86.8560230769231,"2013-07",,-0.189199172590416,,"WTI _ 29"
2011-02-11,30,-0.0537076923076913,"2013-08",,,-4.8727952991453,"WTI _ 30"
2011-02-11,31,-0.0523076923076928,"2013-09",,,,"WTI _ 31"
2011-02-11,32,-86.8221230769231,"2013-10",,,,"WTI _ 32"
2011-02-11,33,-86.8155230769231,"2013-11",,,,"WTI _ 33"
2011-02-14,0,0,"2011-02",,,,"WTI _ 00"
2011-02-14,1,73.1684615384615,"2011-03",,,0,"WTI _ 01"
2011-02-14,2,72.698,"2011-04",,,0.470461538461539,"WTI _ 02"
2011-02-14,3,-7.932,"2011-05",,,,"WTI _ 03"
2011-02-14,4,-9.0706,"2011-06",,,,"WTI _ 04"
2011-02-14,5,-9.75700000000001,"2011-07",,,,"WTI _ 05"
2011-02-14,6,72.1017076923077,"2011-08",,,0.149073076923077,"WTI _ 06"
2011-02-14,7,72.0310769230769,"2011-09",,,,"WTI _ 07"
2011-02-14,8,-11.0587,"2011-10",,,,"WTI _ 08"
2011-02-14,9,-11.4253,"2011-11",,,,"WTI _ 09"
2011-02-14,10,-11.742,"2011-12",,,,"WTI _ 10"
2011-02-14,11,71.8285384615385,"2012-01",,,,"WTI _ 11"
2011-02-14,12,71.8035384615385,"2012-02",,,0.0496948717948718,"WTI _ 12"
2011-02-14,13,-12.282,"2012-03",,,,"WTI _ 13"
2011-02-14,14,-12.388,"2012-04",,,,"WTI _ 14"
2011-02-14,15,-12.4829,"2012-05",,,,"WTI _ 15"
2011-02-14,16,71.7454307692308,"2012-06",,,,"WTI _ 16"
2011-02-14,17,71.7372307692308,"2012-07",,,,"WTI _ 17"
2011-02-14,18,-12.6603,"2012-08",,,,"WTI _ 18"
2011-02-14,19,-12.7636,"2012-09",,,,"WTI _ 19"
2011-02-14,20,-12.8716,"2012-10",,,,"WTI _ 20"
2011-02-14,21,71.6827230769231,"2012-11",,,,"WTI _ 21"
2011-02-14,22,71.6906923076923,"2012-12",,,,"WTI _ 22"
2011-02-14,23,-12.8387,"2013-01",,,,"WTI _ 23"
2011-02-14,24,-12.7994,"2013-02",,,,"WTI _ 24"
2011-02-14,25,-12.763,"2013-03",,,,"WTI _ 25"
2011-02-14,26,71.7138769230769,"2013-04",,,,"WTI _ 26"
2011-02-14,27,71.7177230769231,"2013-05",,,,"WTI _ 27"
2011-02-14,28,-12.705,"2013-06",,,,"WTI _ 28"
2011-02-14,29,-12.7184,"2013-07",,,,"WTI _ 29"
2011-02-14,30,-12.7429,"2013-08",,-0.465020191155863,4.69702435897436,"WTI _ 30"
2011-02-14,31,71.7081538461538,"2013-09",,,,"WTI _ 31"
2011-02-14,32,71.7030461538461,"2013-10",,,,"WTI _ 32"
2011-02-14,33,-12.823,"2013-11",,,,"WTI _ 33"
2011-02-15,0,0,"2011-02",0,,,"WTI _ 00"
2011-02-15,1,-3.2465,"2011-03",-1.27977435897436,,0,"WTI _ 01"
2011-02-15,2,72.4884923076923,"2011-04",-7.4925094017094,,-75.7349923076923,"WTI _ 02"
2011-02-15,3,72.2370307692308,"2011-05",-12.9667692307692,,,"WTI _ 03"
2011-02-15,4,-9.23270000000001,"2011-06",-8.87846538461538,,,"WTI _ 04"
2011-02-15,5,-10.0082,"2011-07",-4.29225384615385,,,"WTI _ 05"
2011-02-15,6,-10.5122,"2011-08",-4.52011752136752,,20.7501730769231,"WTI _ 06"
2011-02-15,7,71.7785692307692,"2011-09",-9.54869957264957,,,"WTI _ 07"
2011-02-15,8,71.7185692307692,"2011-10",-14.6134811965812,,,"WTI _ 08"
2011-02-15,9,-11.7589,"2011-11",-10.1129512820513,,,"WTI _ 09"
2011-02-15,10,-12.0789,"2011-12",-5.3236782051282,,,"WTI _ 10"
2011-02-15,11,-12.3257,"2012-01",-5.35662905982906,,,"WTI _ 11"
2011-02-15,12,71.5454923076923,"2012-02",-10.1439508547008,,-13.6762820512821,"WTI _ 12"
2011-02-15,13,71.5209538461538,"2012-03",-15.0364316239316,,,"WTI _ 13"
2011-02-15,14,-12.8072,"2012-04",-10.4181803418803,,,"WTI _ 14"
2011-02-15,15,-12.9286,"2012-05",-5.56717606837606,,,"WTI _ 15"
2011-02-15,16,-12.9955,"2012-06",-5.48726965811966,,,"WTI _ 16"
2011-02-15,17,71.4590769230769,"2012-07",-10.1403713675214,,,"WTI _ 17"
2011-02-15,18,71.4439230769231,"2012-08",-14.9786367521368,,,"WTI _ 18"
2011-02-15,19,-13.2964,"2012-09",-10.4156316239316,,,"WTI _ 19"
2011-02-15,20,-13.4348,"2012-10",-5.63337564102564,,,"WTI _ 20"
2011-02-15,21,-13.5151,"2012-11",-5.54745427350427,,,"WTI _ 21"
2011-02-15,22,71.3955692307692,"2012-12",-10.106814957265,,,"WTI _ 22"
2011-02-15,23,71.3996,"2013-01",-14.8720303418803,,,"WTI _ 23"
2011-02-15,24,-13.439,"2013-02",-10.3033341880342,,,"WTI _ 24"
2011-02-15,25,-13.4292,"2013-03",-5.49283846153846,,,"WTI _ 25"
2011-02-15,26,-13.4249,"2013-04",-5.3560829059829,,,"WTI _ 26"
2011-02-15,27,71.4022,"2013-05",-9.91327905982905,,,"WTI _ 27"
2011-02-15,28,71.3987230769231,"2013-06",-14.6790393162393,,,"WTI _ 28"
2011-02-15,29,-13.4949,"2013-07",-10.1927371794872,,,"WTI _ 29"
2011-02-15,30,-13.5404,"2013-08",-5.44401752136752,,4.72699401709402,"WTI _ 30"
2011-02-15,31,-13.5872,"2013-09",-5.31700512820512,,,"WTI _ 31"
2011-02-15,32,71.3711384615385,"2013-10",-9.89167307692307,,,"WTI _ 32"
2011-02-15,33,71.3651846153846,"2013-11",-14.675358974359,,,"WTI _ 33"
2011-02-16,0,0,"2011-02",,-0.487967177910173,,"WTI _ 00"
2011-02-16,1,-2.6263,"2011-03",,-0.18550477875536,0,"WTI _ 01"
2011-02-16,2,-5.55550000000001,"2011-04",,0.189720574227977,2.92920000000001,"WTI _ 02"
2011-02-16,3,71.8233538461538,"2011-05",,0.683048680669246,,"WTI _ 03"
2011-02-16,4,71.6425538461538,"2011-06",,-0.184590554523441,,"WTI _ 04"
2011-02-16,5,-9.03750000000001,"2011-07",,-0.50732810910032,,"WTI _ 05"
2011-02-16,6,-9.532,"2011-08",,-0.187763381421858,0.994124999999997,"WTI _ 06"
2011-02-16,7,-10.0012,"2011-09",,0.19759568902495,,"WTI _ 07"
2011-02-16,8,71.3201230769231,"2011-10",,0.694688151083161,,"WTI _ 08"
2011-02-16,9,71.2642307692308,"2011-11",,-0.187361897719222,,"WTI _ 09"
2011-02-16,10,-11.0483,"2011-12",,-0.513249806918523,,"WTI _ 10"
2011-02-16,11,-11.285,"2012-01",,-0.186953379785814,,"WTI _ 11"
2011-02-16,12,-11.46,"2012-02",,0.200044762310507,0.321333333333335,"WTI _ 12"
2011-02-16,13,71.1296923076923,"2012-03",,0.695533592376861,,"WTI _ 13"
2011-02-16,14,71.1080769230769,"2012-04",,-0.18784117348341,,"WTI _ 14"
2011-02-16,15,-11.8868,"2012-05",,-0.51331579701373,,"WTI _ 15"
2011-02-16,16,-11.9717,"2012-06",,-0.185548270739177,,"WTI _ 16"
2011-02-16,17,-12.0583,"2012-07",,0.20011112318203,,"WTI _ 17"
2011-02-16,18,71.0449692307692,"2012-08",,0.692970491786095,,"WTI _ 18"
2011-02-16,19,71.0251230769231,"2012-09",,-0.187577374468111,,"WTI _ 19"
2011-02-16,20,-12.4407,"2012-10",,-0.512282127204724,,"WTI _ 20"
2011-02-16,21,-12.5236,"2012-11",,-0.184098278847962,,"WTI _ 21"
2011-02-16,22,-12.4915,"2012-12",,0.200039331439879,,"WTI _ 22"
2011-02-16,23,70.9960307692308,"2013-01",,0.69095697958811,,"WTI _ 23"
2011-02-16,24,70.9945076923077,"2013-02",,-0.187297559596931,,"WTI _ 24"
2011-02-16,25,-12.508,"2013-03",,-0.510486378213249,,"WTI _ 25"
2011-02-16,26,-12.5205,"2013-04",,-0.183140872017709,,"WTI _ 26"
2011-02-16,27,-12.5414,"2013-05",,0.198770906635885,,"WTI _ 27"
2011-02-16,28,70.9843846153846,"2013-06",,0.686628861173831,,"WTI _ 28"
2011-02-16,29,70.9792,"2013-07",,-0.186831700263607,,"WTI _ 29"
2011-02-16,30,-12.6432,"2013-08",,,0.0657333333333333,"WTI _ 30"
2011-02-16,31,-12.693,"2013-09",,,,"WTI _ 31"
2011-02-16,32,-12.7533,"2013-10",,,,"WTI _ 32"
2011-02-16,33,70.9493076923077,"2013-11",,,,"WTI _ 33"
2011-02-17,0,0,"2011-02",,,,"WTI _ 00"
2011-02-17,1,-75.7064769230769,"2011-03",,,0,"WTI _ 01"
2011-02-17,2,-78.5836769230769,"2011-04",,,2.87719999999999,"WTI _ 02"
2011-02-17,3,-80.2015769230769,"2011-05",,,,"WTI _ 03"
2011-02-17,4,-1.22230769230769,"2011-06",,,,"WTI _ 04"
2011-02-17,5,-1.34536923076923,"2011-07",,,,"WTI _ 05"
2011-02-17,6,-82.7838769230769,"2011-08",,,1.05005,"WTI _ 06"
2011-02-17,7,-83.3176769230769,"2011-09",,,,"WTI _ 07"
2011-02-17,8,-83.7419769230769,"2011-10",,,,"WTI _ 08"
2011-02-17,9,-1.63610769230769,"2011-11",,,,"WTI _ 09"
2011-02-17,10,-1.6838,"2011-12",,,,"WTI _ 10"
2011-02-17,11,-84.6686769230769,"2012-01",,,,"WTI _ 11"
2011-02-17,12,-84.8436769230769,"2012-02",,,0.343299999999999,"WTI _ 12"
2011-02-17,13,-85.0031769230769,"2012-03",,,,"WTI _ 13"
2011-02-17,14,-1.79421538461538,"2012-04",,,,"WTI _ 14"
2011-02-17,15,-1.81587692307692,"2012-05",,,,"WTI _ 15"
2011-02-17,16,-85.3786769230769,"2012-06",,,,"WTI _ 16"
2011-02-17,17,-85.4753769230769,"2012-07",,,,"WTI _ 17"
2011-02-17,18,-85.6008769230769,"2012-08",,,,"WTI _ 18"
2011-02-17,19,-1.88644615384615,"2012-09",,,,"WTI _ 19"
2011-02-17,20,-1.91032307692308,"2012-10",,,,"WTI _ 20"
2011-02-17,21,-85.9915769230769,"2012-11",,,,"WTI _ 21"
2011-02-17,22,-85.9686769230769,"2012-12",,,,"WTI _ 22"
2011-02-17,23,-85.9753769230769,"2013-01",,,,"WTI _ 23"
2011-02-17,24,-1.92426153846154,"2013-02",,,,"WTI _ 24"
2011-02-17,25,-1.92729230769231,"2013-03",,,,"WTI _ 25"
2011-02-17,26,-86.0368769230769,"2013-04",,,,"WTI _ 26"
2011-02-17,27,-86.0681769230769,"2013-05",,,,"WTI _ 27"
2011-02-17,28,-86.1006769230769,"2013-06",,,,"WTI _ 28"
2011-02-17,29,-1.94727692307692,"2013-07",,,,"WTI _ 29"
2011-02-17,30,-1.95587692307692,"2013-08",,-0.472426423976032,-4.60487777777778,"WTI _ 30"
2011-02-17,31,-86.2596769230769,"2013-09",,,,"WTI _ 31"
2011-02-17,32,-86.3299769230769,"2013-10",,,,"WTI _ 32"
2011-02-17,33,-86.3786769230769,"2013-11",,,,"WTI _ 33"
2011-02-18,0,0,"2011-02",,,,"WTI _ 00"
2011-02-18,1,-0.246153846153847,"2011-03",,,0,"WTI _ 01"
2011-02-18,2,-78.2711538461539,"2011-04",,,78.025,"WTI _ 02"
2011-02-18,3,-79.5490538461539,"2011-05",,,,"WTI _ 03"
2011-02-18,4,-80.5288538461539,"2011-06",,,,"WTI _ 04"
2011-02-18,5,-1.02292307692308,"2011-07",,,,"WTI _ 05"
2011-02-18,6,-1.0994,"2011-08",,,-19.2929384615385,"WTI _ 06"
2011-02-18,7,-82.1975538461539,"2011-09",,,,"WTI _ 07"
2011-02-18,8,-82.6061538461538,"2011-10",,,,"WTI _ 08"
2011-02-18,9,-82.9794538461538,"2011-11",,,,"WTI _ 09"
2011-02-18,10,-1.34512307692308,"2011-12",,,,"WTI _ 10"
2011-02-18,11,-1.38207692307692,"2012-01",,,,"WTI _ 11"
2011-02-18,12,-83.7111538461538,"2012-02",,,13.7686256410256,"WTI _ 12"
2011-02-18,13,-83.8706538461538,"2012-03",,,,"WTI _ 13"
2011-02-18,14,-84.0111538461538,"2012-04",,,,"WTI _ 14"
2011-02-18,15,-1.47524615384615,"2012-05",,,,"WTI _ 15"
2011-02-18,16,-1.48666153846154,"2012-06",,,,"WTI _ 16"
2011-02-18,17,-84.2894538461538,"2012-07",,,,"WTI _ 17"
2011-02-18,18,-84.4013538461539,"2012-08",,,,"WTI _ 18"
2011-02-18,19,-84.5303538461538,"2012-09",,,,"WTI _ 19"
